1	1075089
2	1075038
3	1075041
4	1075003
5	1074539
6	1074840
7	1074794
8	1074819
9	1074775
10	1074423
11	1074756
12	1074697
13	1074673
14	1074668
15	1074422
16	1074775
17	1074715
18	1074689
19	1074674
20	1074423
21	1075049
22	1074958
23	1074908
24	1074878
25	1074553

