RED
20140201
1	953590.4403
2	953735.4163
3	953904.9634
4	954075.8629
5	954262.3764
6	952935.2966
7	952988.1522
8	953087.1546
9	953183.8125
10	953337.5636
11	952551.0883
12	952533.9549
13	952552.2587
14	952569.0808
15	952724.0818
16	952823.2332
17	952704.9952
18	952642.1608
19	952567.1452
20	952718.1381
21	953556.8992
22	953382.907
23	953224.2531
24	953071.7376
25	953212.0159
