1	954063
2	954229
3	954403
4	954565
5	954752
6	953388
7	953454
8	953562
9	953653
10	953856
11	953000
12	952995
13	953000
14	953006
15	953271
16	953240
17	953125
18	953059
19	953006
20	953289
21	953956
22	953783
23	953621
24	953505
25	952418

