B2
20140201
1	1074845.361
2	1074792.815
3	1074806.549
4	1074818.014
5	1074503.587
6	1074590.925
7	1074548.191
8	1074568.27
9	1074563.483
10	1074293.139
11	1074492.561
12	1074442.444
13	1074423.105
14	1074433.812
15	1074221.228
16	1074513.96
17	1074445.774
18	1074430.785
19	1074403.553
20	1074192.326
21	1074783.726
22	1074674.731
23	1074625.806
24	1074609.348
25	1074359.415
