B1
20140201
1	1075107.659
2	1074977.085
3	1074988.809
4	1075014.794
5	1074712.66
6	1074791.246
7	1074688.692
8	1074710.917
9	1074709.933
10	1074473.355
11	1074682.357
12	1074573.387
13	1074544.639
14	1074556.789
15	1074393.342
16	1074686.468
17	1074576.91
18	1074551.415
19	1074544.464
20	1074364.119
21	1074957.295
22	1074813.662
23	1074754.696
24	1074741.238
25	1074541.759
