1	1074912
2	1074922
3	1074927
4	1074892
5	1074444
6	1074675
7	1074677
8	1074684
9	1074637
10	1074310
11	1074578
12	1074564
13	1074538
14	1074533
15	1074286
16	1074620
17	1074592
18	1074562
19	1074525
20	1074310
21	1074914
22	1074855
23	1074798
24	1074762
25	1074439
